Tista 707-708,8/21/2010 12:15,"lat:24.892822 long:089.987679 speed:000.0
T:21/08/10  12:15
http://www.wxlxy.com/GPSTracker.aspx?key=354776537427936@4464110.216@8889111.445"
Tista 707-708,8/21/2010 12:14,"lat:24.892611 long:089.987939 speed:000.0
T:21/08/10  12:14
http://www.wxlxy.com/GPSTracker.aspx?key=354776337427636@2677833.144@5927634.267"
Tista 707-708,8/21/2010 12:14,"lat:24.892228 long:089.988379 speed:012.0
T:21/08/10  12:14
http://www.wxlxy.com/GPSTracker.aspx?key=354776537427436@4461140.96@3953516.445"
Tista 707-708,8/21/2010 12:13,"lat:24.891292 long:089.989486 speed:016.0
T:21/08/10  12:13
http://www.wxlxy.com/GPSTracker.aspx?key=354776937427836@8021628.192@7915888.801"
Tista 707-708,8/21/2010 12:13,"lat:24.890092 long:089.990918 speed:020.0
T:21/08/10  12:12
http://www.wxlxy.com/GPSTracker.aspx?key=354776137427836@890092.192@7927344.89"
Tista 707-708,8/21/2010 12:12,"lat:24.888635 long:089.992659 speed:025.0
T:21/08/10  12:12
http://www.wxlxy.com/GPSTracker.aspx?key=354776337427236@2665905.48@1985318.267"
Tista 707-708,8/21/2010 12:11,"lat:24.887069 long:089.994499 speed:029.0
T:21/08/10  12:11
http://www.wxlxy.com/GPSTracker.aspx?key=354776437427436@3548276.96@3977996.356"
Tista 707-708,8/21/2010 12:11,"lat:24.885286 long:089.996615 speed:029.0
T:21/08/10  12:11
http://www.wxlxy.com/GPSTracker.aspx?key=354776937427236@7967574.48@1993230.801"
Tista 707-708,8/21/2010 12:10,"lat:24.883638 long:089.998568 speed:027.0
T:21/08/10  12:10
http://www.wxlxy.com/GPSTracker.aspx?key=354776637427836@5301828.192@7988544.534"
Tista 707-708,8/21/2010 12:10,"lat:24.881929 long:090.000602 speed:027.0
T:21/08/10  12:10
http://www.wxlxy.com/GPSTracker.aspx?key=354776637427836@5291574.192@4816.540"
Tista 707-708,8/21/2010 12:09,"lat:24.880221 long:090.002620 speed:029.0
T:21/08/10  12:09
http://www.wxlxy.com/GPSTracker.aspx?key=354776837427436@7041768.96@10480.720"
Tista 707-708,8/21/2010 12:09,"lat:24.878446 long:090.004720 speed:031.0
T:21/08/10  12:08
http://www.wxlxy.com/GPSTracker.aspx?key=354776437427336@3513784.72@14160.360"
Tista 707-708,8/21/2010 12:08,"lat:24.876453 long:090.007080 speed:035.0
T:21/08/10  12:08
http://www.wxlxy.com/GPSTracker.aspx?key=354776637427336@5258718.72@21240.540"
